id,gh_post_gps,area_id
9595,BS-8652-7001,28
9596,BS-2135-1241,21
9597,BS-8226-6522,30
9598,BS-3660-2617,24
9599,BS-1712-4707,11
9600,BS-3603-2903,20
9601,BS-2454-4548,19
9602,BS-5255-2870,25
9603,BS-5490-2497,6
9604,BS-6455-9919,17
9605,BS-1717-6767,13
9606,BS-5259-0919,28
9607,BS-1324-3767,11
9608,BS-2596-7750,18
9609,BS-7389-0033,4
9610,BS-0573-2908,11
9611,BS-8678-3777,10
9612,BS-5974-9193,18
9613,BS-1957-2721,19
9614,BS-5064-7471,19
9615,BS-6071-6387,5
9616,BS-1269-3775,5
9617,BS-9787-0138,21
9618,BS-9686-8946,30
9619,BS-5844-5411,27
9620,BS-6813-0633,15
9621,BS-0361-9218,18
9622,BS-9795-2759,26
9623,BS-9936-6008,37
9624,BS-8024-9104,37
9625,BS-2337-4120,35
9626,BS-1882-1030,21
9627,BS-6080-0688,37
9628,BS-9298-2797,13
9629,BS-8931-6486,27
9630,BS-9343-0079,33
9631,BS-6411-3457,31
9632,BS-1377-6775,31
9633,BS-0016-4915,34
9634,BS-2926-1847,38
9635,BS-1623-1273,38
9636,BS-2055-6183,18
9637,BS-1142-4461,3
9638,BS-1503-4758,15
9639,BS-1687-8060,38
9640,BS-0221-7361,27
9641,BS-9366-9079,19
9642,BS-3218-5533,2
9643,BS-3747-4477,33
9644,BS-4030-5002,24
9645,BS-4922-3805,6
9646,BS-4648-9319,23
9647,BS-4535-3674,10
9648,BS-8743-6837,34
9649,BS-7873-8776,13
9650,BS-8567-0288,25
9651,BS-2230-5863,12
9652,BS-9349-0201,9
9653,BS-0656-0449,31
9654,BS-7510-7929,25
9655,BS-9058-7676,17
9656,BS-8913-2739,25
9657,BS-2591-0315,25
9658,BS-6706-6730,14
9659,BS-0417-5397,25
9660,BS-6933-0278,9
9661,BS-8363-7155,31
9662,BS-1504-3322,18
9663,BS-4138-0939,37
9664,BS-0324-1942,35
9665,BS-4994-0108,34
9666,BS-8042-1686,28
9667,BS-0513-2964,22
9668,BS-1984-9410,12
9669,BS-9118-3970,13
9670,BS-8270-6782,37
9671,BS-0824-3259,6
9672,BS-7452-9988,32
9673,BS-8052-2768,13
9674,BS-3167-7895,34
9675,BS-6170-0643,14
9676,BS-0332-9004,26
9677,BS-1850-0033,37
9678,BS-3245-6825,3
9679,BS-6713-4232,10
9680,BS-2939-6274,6
9681,BS-2628-1598,11
9682,BS-8366-1117,37
9683,BS-3294-1345,8
9684,BS-6900-1961,33
9685,BS-2692-4438,2
9686,BS-4963-1323,26
9687,BS-3857-5855,6
9688,BS-1970-7484,9
9689,BS-2584-0113,36
9690,BS-6384-9852,36
9691,BS-0061-2219,11
9692,BS-9624-4978,18
9693,BS-4076-8836,3
9694,BS-5394-0504,30
9695,BS-6274-8131,11
9696,BS-1822-0783,36
9697,BS-2669-1780,20
9698,BS-4357-6223,12
9699,BS-2227-4804,1
9700,BS-7921-1796,5
9701,BS-9221-9517,4
9702,BS-9445-7127,3
9703,BS-8618-9536,34
9704,BS-0621-0793,1
9705,BS-4153-1436,29
9706,BS-3644-1061,34
9707,BS-0107-4379,35
9708,BS-6902-5462,18
9709,BS-9774-1333,35
9710,BS-7383-5636,22
9711,BS-3347-9836,30
9712,BS-2702-8597,25
9713,BS-7723-8236,29
9714,BS-2477-6058,23
9715,BS-6943-4302,37
9716,BS-1016-6118,7
9717,BS-9592-0792,35
9718,BS-7811-1023,26
9719,BS-9852-5472,28
9720,BS-6779-2346,1
9721,BS-5426-4880,31
9722,BS-6987-1345,1
9723,BS-7277-4041,35
9724,BS-0642-5744,15
9725,BS-2354-9031,30
9726,BS-6742-5829,21
9727,BS-0799-4766,38
9728,BS-4441-0012,25
9729,BS-4316-8252,36
9730,BS-4197-8728,13
9731,BS-4146-6636,18
9732,BS-4166-0364,31
9733,BS-6478-2977,24
9734,BS-2117-3215,9
9735,BS-3337-9910,33
9736,BS-6966-1643,19
9737,BS-8835-3862,21
9738,BS-6879-6263,6
9739,BS-8354-5700,13
9740,BS-7249-6251,15
9741,BS-6969-8909,34
9742,BS-7017-1653,18
9743,BS-3567-0620,33
9744,BS-8321-1612,38
9745,BS-7913-8830,34
9746,BS-1175-0332,12
9747,BS-0033-8503,1
9748,BS-1195-9176,3
9749,BS-8888-1325,14
9750,BS-1129-6232,36
9751,BS-3290-5611,6
9752,BS-0629-9161,19
9753,BS-0497-5528,26
9754,BS-5675-6749,11
9755,BS-2273-2720,36
9756,BS-6644-3984,28
9757,BS-7566-8109,12
9758,BS-4655-6841,2
9759,BS-7653-1138,4
9760,BS-3843-7932,34
9761,BS-7728-6540,2
9762,BS-4198-9933,22
9763,BS-8169-0063,23
9764,BS-8741-0409,2
9765,BS-4240-3709,12
9766,BS-7713-1749,18
9767,BS-7209-7425,3
9768,BS-5689-7680,4
9769,BS-8963-9816,15
9770,BS-7534-1857,12
9771,BS-8140-8785,36
9772,BS-1557-8482,33
9773,BS-5325-9378,25
9774,BS-2850-5388,8
9775,BS-4583-3758,4
9776,BS-1691-7117,37
9777,BS-2314-7021,11
9778,BS-9941-4009,16
9779,BS-9203-6871,25
9780,BS-9577-7334,27
9781,BS-0368-8332,5
9782,BS-9394-5909,16
9783,BS-3484-1505,26
9784,BS-1622-4170,1
9785,BS-8548-0559,10
9786,BS-0965-8475,20
9787,BS-9619-3181,23
9788,BS-2448-1665,8
9789,BS-4411-8960,31
9790,BS-6614-9469,12
9791,BS-5063-1956,22
9792,BS-4881-3162,11
9793,BS-3231-9561,29
9794,BS-4718-3907,18
9795,BS-2948-2039,25
9796,BS-2195-6872,17
9797,BS-1131-8151,37
9798,BS-5204-6216,5
9799,BS-4722-0088,19
9800,BS-9313-5373,5
9801,BS-1978-4711,20
9802,BS-0098-7590,4
9803,BS-0980-9690,17
9804,BS-0354-2524,26
9805,BS-9344-6467,7
9806,BS-8707-4564,7
9807,BS-0792-2183,2
9808,BS-3271-0105,11
9809,BS-0244-8350,20
9810,BS-0159-4585,1
9811,BS-1727-6977,6
9812,BS-6379-5620,9
9813,BS-3228-7669,34
9814,BS-0516-8956,14
9815,BS-8584-4467,12
9816,BS-8950-4295,2
9817,BS-4965-4558,15
9818,BS-7990-3914,33
9819,BS-3814-4432,36
9820,BS-8914-0231,21
9821,BS-0019-4220,6
9822,BS-5096-4192,14
9823,BS-6240-7538,9
9824,BS-2662-2721,2
9825,BS-1040-6237,8
9826,BS-0680-0872,31
9827,BS-7125-7227,9
9828,BS-1764-7416,13
9829,BS-5653-7960,36
9830,BS-8230-4507,28
9831,BS-0451-3935,17
9832,BS-3018-8008,5
9833,BS-2469-6624,12
9834,BS-6741-4633,33
9835,BS-5328-4286,26
9836,BS-7165-4055,13
9837,BS-3127-8834,26
9838,BS-2341-4173,19
9839,BS-8567-4718,32
9840,BS-9685-8035,28
9841,BS-8726-3975,24
9842,BS-8918-4298,27
9843,BS-6212-0851,9
9844,BS-8280-8606,36
9845,BS-4174-7773,38
9846,BS-7516-8884,7
9847,BS-8726-2811,31
9848,BS-2745-8524,24
9849,BS-2089-6779,13
9850,BS-0662-5063,20
9851,BS-7244-4690,17
9852,BS-3954-4227,28
9853,BS-3644-1090,5
9854,BS-4750-5076,32
9855,BS-1749-9122,22
9856,BS-2299-0595,4
9857,BS-1437-5013,32
9858,BS-5626-3171,2
9859,BS-0681-4594,38
9860,BS-0724-7601,31
9861,BS-4523-1791,30
9862,BS-0557-3814,31
9863,BS-0827-3318,4
9864,BS-3813-1924,33
9865,BS-7770-4679,23
9866,BS-7458-7121,6
9867,BS-3531-5341,30
9868,BS-3115-6892,26
9869,BS-5310-5150,20
9870,BS-7596-6622,4
9871,BS-1931-7654,20
9872,BS-0074-9448,35
9873,BS-5524-3802,13
9874,BS-6428-7740,34
9875,BS-1519-2188,30
9876,BS-3448-9682,2
9877,BS-0549-9599,25
9878,BS-5989-1545,28
9879,BS-7218-3867,21
9880,BS-0689-8594,33
9881,BS-9040-9325,6
9882,BS-3771-5734,22
9883,BS-8699-4225,19
9884,BS-3683-5360,5
9885,BS-7653-5530,1
9886,BS-8408-8955,32
9887,BS-7222-0031,30
9888,BS-9467-4242,9
9889,BS-1180-3824,1
9890,BS-2080-6076,9
9891,BS-8588-1896,4
9892,BS-3004-1595,24
9893,BS-5627-4653,16
9894,BS-1958-1512,34
9895,BS-0578-2987,4
9896,BS-6648-9443,34
9897,BS-1767-3311,16
9898,BS-4181-0985,27
9899,BS-1666-3282,34
9900,BS-5967-0777,11
9901,BS-4638-5790,5
9902,BS-4096-2093,8
9903,BS-1912-8379,27
9904,BS-6465-5819,33
9905,BS-7094-6136,34
9906,BS-2669-9255,33
9907,BS-8175-0667,20
9908,BS-2764-9754,8
9909,BS-1975-2917,11
9910,BS-6697-1006,30
9911,BS-2210-2878,36
9912,BS-3521-5509,21
9913,BS-7814-3496,9
9914,BS-4352-3687,17
9915,BS-9764-0043,38
9916,BS-6810-9674,18
9917,BS-2860-7322,29
9918,BS-0444-2555,30
9919,BS-9310-8814,27
9920,BS-3736-8484,4
9921,BS-5991-5381,26
9922,BS-4209-8132,9
9923,BS-4238-1702,26
9924,BS-1711-2180,20
9925,BS-2362-3745,28
9926,BS-6522-5014,17
9927,BS-6746-1091,31
9928,BS-9845-5896,16
9929,BS-8574-8099,13
9930,BS-4215-1520,11
9931,BS-6813-5138,24
9932,BS-8925-1879,34
9933,BS-4639-3447,30
9934,BS-3733-0706,11
9935,BS-7234-1205,26
9936,BS-8091-2881,3
9937,BS-4740-6411,20
9938,BS-0419-3566,3
9939,BS-9494-3353,30
9940,BS-7958-2595,37
9941,BS-5549-3839,4
9942,BS-3719-8316,20
9943,BS-3142-7416,31
9944,BS-3928-5009,8
9945,BS-8720-1514,29
9946,BS-9945-2993,37
9947,BS-7000-1811,10
9948,BS-1059-7820,12
9949,BS-3843-4700,9
9950,BS-5515-2244,31
9951,BS-8419-3874,2
9952,BS-3614-6358,11
9953,BS-2699-1356,27
9954,BS-2719-1487,36
9955,BS-5760-6441,15
9956,BS-5237-4032,8
9957,BS-5746-6713,2
9958,BS-2717-1484,24
9959,BS-0085-5173,30
9960,BS-7132-1371,24
9961,BS-7016-2153,30
9962,BS-2007-1208,21
9963,BS-5077-6219,12
9964,BS-0510-1023,8
9965,BS-7351-7296,6
9966,BS-8733-2733,16
9967,BS-7050-3063,20
9968,BS-4065-4464,27
9969,BS-0733-6107,22
9970,BS-0925-1846,22
9971,BS-2759-8103,24
9972,BS-1955-3170,38
9973,BS-2430-2107,5
9974,BS-2423-4718,16
9975,BS-1875-3576,6
9976,BS-3586-6109,37
9977,BS-5962-4617,25
9978,BS-4046-4542,32
9979,BS-7213-5900,19
9980,BS-9625-5404,8
9981,BS-8964-3989,32
9982,BS-1608-5147,22
9983,BS-9225-2560,19
9984,BS-5606-4948,36
9985,BS-3332-8454,27
9986,BS-1685-7911,13
9987,BS-0552-2862,3
9988,BS-3070-5950,18
9989,BS-4145-7928,22
9990,BS-2264-2348,31
9991,BS-2340-7152,38
9992,BS-1629-8596,1
9993,BS-0719-2503,29
9994,BS-8015-3692,38
9995,BS-6737-9627,25
9996,BS-0256-8287,30
9997,BS-2794-5387,19
9998,BS-7514-7324,9
9999,BS-0777-8592,10
10000,BS-7967-9826,13
10001,BS-3199-5059,6
10002,BS-4967-8503,15
10003,BS-3328-8428,37
10004,BS-1301-5098,25
10005,BS-8883-7450,22
10006,BS-0138-9821,6
10007,BS-6283-9059,1
10008,BS-7540-9264,22
10009,BS-8237-1224,12
10010,BS-7559-0601,5
10011,BS-6448-5696,14
10012,BS-8257-9796,24
10013,BS-4371-2501,6
10014,BS-0755-2201,26
10015,BS-2061-5287,28
10016,BS-2964-7515,36
10017,BS-2583-8374,16
10018,BS-5986-7614,13
10019,BS-4593-9571,1
10020,BS-4408-3051,28
10021,BS-9504-1630,4
10022,BS-6474-7859,27
10023,BS-8209-8689,25
10024,BS-9889-6599,27
10025,BS-7446-3383,29
10026,BS-0113-6022,21
10027,BS-9526-6332,22
10028,BS-6371-4052,3
10029,BS-2799-9731,36
10030,BS-5421-7968,13
10031,BS-9184-3529,7
10032,BS-0362-2687,22
10033,BS-5652-3584,10
10034,BS-5113-3317,29
10035,BS-8598-6835,12
10036,BS-0343-7585,35
10037,BS-6674-4368,4
10038,BS-4846-7456,5
10039,BS-0056-1635,19
10040,BS-2706-9353,38
10041,BS-6894-9173,26
10042,BS-9045-2065,28
10043,BS-1143-0234,20
10044,BS-5914-8332,15
10045,BS-4202-9547,19
10046,BS-4077-1646,36
10047,BS-0349-7874,7
10048,BS-4908-2400,31
10049,BS-8302-9691,30
10050,BS-8738-8390,16
10051,BS-5498-9453,36
10052,BS-5827-5494,32
10053,BS-1891-4355,35
10054,BS-4847-9489,33
10055,BS-9317-6745,23
10056,BS-5191-2280,12
10057,BS-8178-4511,17
10058,BS-0833-0805,12
10059,BS-1562-3913,6
10060,BS-3519-7812,29
10061,BS-6842-0473,5
10062,BS-2077-8670,38
10063,BS-8715-7830,38
10064,BS-6620-3982,27
10065,BS-6736-1804,35
10066,BS-7894-5439,29
10067,BS-8177-6462,38
10068,BS-0179-1825,6
10069,BS-6954-5607,4
10070,BS-0510-0069,38
10071,BS-3009-4004,33
10072,BS-2778-6274,16
10073,BS-2406-5932,31
10074,BS-9952-2138,32
10075,BS-6698-0339,6
10076,BS-2795-1794,14
10077,BS-8079-9784,24
10078,BS-1738-4708,25
10079,BS-5293-7652,21
10080,BS-8136-1649,8
10081,BS-7612-8854,26
10082,BS-6700-2133,5
10083,BS-8623-6159,12
10084,BS-2088-0312,28
10085,BS-6549-5091,21
10086,BS-9224-9369,5
10087,BS-1630-0571,32
10088,BS-7270-6740,2
10089,BS-0806-6089,16
10090,BS-3656-2685,30
10091,BS-0009-0527,8
10092,BS-1330-3764,25
10093,BS-9539-1015,29
10094,BS-6040-9914,35
10095,BS-3817-2001,10
10096,BS-6326-7245,4
10097,BS-1373-5319,5
10098,BS-8334-8818,3
10099,BS-1747-2333,8
10100,BS-7985-5193,16
10101,BS-4041-3334,27
10102,BS-9260-4684,21
10103,BS-5149-1084,21
10104,BS-2334-4578,25
10105,BS-4453-2226,3
10106,BS-9879-1321,24
10107,BS-9141-1512,12
10108,BS-4870-0958,22
10109,BS-3994-4097,37
10110,BS-6708-9624,11
10111,BS-2456-5154,38
10112,BS-1720-9679,38
10113,BS-3645-5124,27
10114,BS-3928-5086,21
10115,BS-3935-2326,1
10116,BS-6903-7311,15
10117,BS-2444-3348,24
10118,BS-9496-7478,16
10119,BS-9344-1645,35
10120,BS-1604-4910,34
10121,BS-0317-4691,28
10122,BS-7430-5990,29
10123,BS-0520-2143,2
10124,BS-0310-6136,3
10125,BS-8344-9143,3
10126,BS-8642-8770,4
10127,BS-9591-1987,34
10128,BS-1270-8746,17
10129,BS-6319-4897,5
10130,BS-7607-0736,16
10131,BS-0002-7376,17
10132,BS-3332-8619,10
10133,BS-4112-3787,8
10134,BS-0477-6362,33
10135,BS-4473-1602,32
10136,BS-5427-4343,11
10137,BS-9635-8468,13
10138,BS-6472-1623,22
10139,BS-8676-4508,31
10140,BS-1143-7584,4
10141,BS-3616-5167,11
10142,BS-7948-5130,35
10143,BS-5425-6674,32
10144,BS-1228-2606,14
10145,BS-2850-5541,16
10146,BS-7227-9450,16
10147,BS-4358-6845,28
10148,BS-0736-9034,23
10149,BS-1987-6269,22
10150,BS-5747-5873,13
10151,BS-2760-6148,20
10152,BS-5076-9786,13
10153,BS-5831-4718,26
10154,BS-6998-0704,2
10155,BS-1211-4822,38
10156,BS-9598-5774,18
10157,BS-4829-7747,18
10158,BS-2772-1038,29
10159,BS-2641-1580,36
10160,BS-9501-7711,5
10161,BS-6823-6062,13
10162,BS-3638-3697,14
10163,BS-7577-8013,38
10164,BS-6956-3795,35
10165,BS-2150-9595,18
10166,BS-6142-1905,24
10167,BS-3756-4456,3
10168,BS-7677-2138,25
10169,BS-8440-2988,31
10170,BS-6764-9174,27
10171,BS-8854-3385,16
10172,BS-0569-5207,17
10173,BS-2179-1582,37
10174,BS-9672-5369,14
10175,BS-3657-7403,34
10176,BS-4547-4589,28
10177,BS-7410-7893,10
10178,BS-9533-9090,14
10179,BS-9834-5238,1
10180,BS-6733-6243,24
10181,BS-4786-8412,15
10182,BS-8790-1399,7
10183,BS-6963-2439,17
10184,BS-5509-7299,18
10185,BS-5179-5413,32
10186,BS-8355-4965,35
10187,BS-3211-7127,34
10188,BS-9416-3042,33
10189,BS-0693-2932,21
10190,BS-3723-0435,1
10191,BS-0062-8018,16
10192,BS-7427-0138,9
10193,BS-1193-8193,18
10194,BS-6519-6775,20
10195,BS-3336-7954,17
10196,BS-5019-7283,13
10197,BS-5708-6521,34
10198,BS-4161-8645,12
10199,BS-0350-5825,26
10200,BS-7139-6645,7
10201,BS-4042-5907,24
10202,BS-9899-1605,21
10203,BS-5778-4517,17
10204,BS-7431-6538,28
10205,BS-1679-8157,1
10206,BS-8200-8099,29
10207,BS-4641-0050,34
10208,BS-9446-9520,31
10209,BS-1151-6038,15
10210,BS-9382-6496,10
10211,BS-1721-0309,31
10212,BS-4238-2448,20
10213,BS-5821-4678,34
10214,BS-9975-9275,18
10215,BS-5041-4548,14
10216,BS-4818-4612,34
10217,BS-0820-3137,24
10218,BS-7287-8574,14
10219,BS-9102-6646,20
10220,BS-0046-6606,28
10221,BS-8202-5452,15
10222,BS-6686-9802,28
10223,BS-0722-6007,31
10224,BS-2703-9775,34
10225,BS-7985-6011,1
10226,BS-7580-9674,2
10227,BS-7738-0908,28
10228,BS-7779-1364,25
10229,BS-2515-4292,33
10230,BS-7763-2908,21
10231,BS-9497-9010,25
10232,BS-4542-6267,10
10233,BS-2138-0677,27
10234,BS-5485-2970,37
10235,BS-8456-3786,21
10236,BS-4851-8727,32
10237,BS-0754-1427,37
10238,BS-4871-3003,30
10239,BS-3416-9033,38
10240,BS-5149-2000,6
10241,BS-3004-6762,29
10242,BS-3511-4105,38
10243,BS-2847-6836,13
10244,BS-3225-8436,10
10245,BS-1600-8897,5
10246,BS-9351-1509,37
10247,BS-5702-9252,22
10248,BS-6594-0015,23
10249,BS-0199-5206,21
10250,BS-6345-2671,18
10251,BS-3115-5250,2
10252,BS-7166-6339,19
10253,BS-0474-4370,7
10254,BS-2407-9813,13
10255,BS-4828-5968,16
10256,BS-8750-3207,38
10257,BS-1209-9012,37
10258,BS-8668-7698,17
10259,BS-1289-0378,38
10260,BS-8649-8324,4
10261,BS-4350-4152,35
10262,BS-3687-0597,34
10263,BS-1656-0347,30
10264,BS-4190-1687,26
10265,BS-7457-2019,36
10266,BS-9370-3185,21
10267,BS-6310-8245,36
10268,BS-5570-8836,26
10269,BS-2207-6157,7
10270,BS-4918-5007,29
10271,BS-8782-7718,35
10272,BS-9826-6304,33
10273,BS-8423-0818,32
10274,BS-2586-2558,22
10275,BS-0863-9439,27
10276,BS-4247-1647,30
10277,BS-9502-6395,26
10278,BS-3232-7900,27
10279,BS-2557-4101,10
10280,BS-3669-9187,27
10281,BS-5783-0483,28
10282,BS-4596-6623,37
10283,BS-0758-6456,31
10284,BS-6055-5249,3
10285,BS-4334-8306,4
10286,BS-4097-1792,33
10287,BS-1490-7542,23
10288,BS-5107-6369,38
10289,BS-2571-8925,34
10290,BS-3536-4130,33
10291,BS-3971-0371,34
10292,BS-7663-8926,22
10293,BS-6279-2550,4
10294,BS-0435-1109,25
10295,BS-9242-2512,3
10296,BS-3389-1117,21
10297,BS-3077-0377,26
10298,BS-3681-1829,17
10299,BS-9783-1618,29
10300,BS-7883-8672,5
10301,BS-8371-2946,32
10302,BS-3833-5854,3
10303,BS-1913-3972,20
10304,BS-5505-1112,7
10305,BS-2155-7643,12
10306,BS-2150-3956,29
10307,BS-4793-9289,38
10308,BS-2672-8070,20
10309,BS-0691-5309,29
10310,BS-9088-6327,24
10311,BS-2094-3296,36
10312,BS-1316-9549,1
10313,BS-9755-6670,29
10314,BS-6044-1130,38
10315,BS-1388-0123,15
10316,BS-8847-1614,16
10317,BS-4231-1338,28
10318,BS-3874-2624,11
10319,BS-2093-1416,2
10320,BS-5245-6274,27
10321,BS-7958-7612,28
10322,BS-8436-9556,7
10323,BS-7879-3918,17
10324,BS-8337-8985,13
10325,BS-3159-5645,16
10326,BS-0331-5033,22
10327,BS-2047-2713,1
10328,BS-5413-1126,2
10329,BS-8092-7283,10
10330,BS-3592-2281,25
10331,BS-1722-7884,13
10332,BS-8707-6408,31
10333,BS-1009-0979,34
10334,BS-7270-5224,19
10335,BS-9213-5110,11
10336,BS-8750-4083,16
10337,BS-7179-7285,22
10338,BS-8403-9933,1
10339,BS-9717-2002,32
10340,BS-6592-0555,8
10341,BS-8153-9175,34
10342,BS-3862-4519,8
10343,BS-8799-6441,32
10344,BS-0092-6855,15
10345,BS-5208-0805,35
10346,BS-9841-9180,31
10347,BS-2803-8220,26
10348,BS-5167-8379,28
10349,BS-9806-0132,6
10350,BS-4031-2276,21
10351,BS-0722-7899,26
10352,BS-9309-0389,31
10353,BS-2592-0231,34
10354,BS-3700-2459,25
10355,BS-8187-3633,11
10356,BS-5706-3486,35
10357,BS-7058-4227,16
10358,BS-4008-8319,32
10359,BS-9777-9730,17
10360,BS-2368-0160,8
10361,BS-2870-8098,28
10362,BS-3881-2482,4
10363,BS-6598-2866,9
10364,BS-4481-8409,6
10365,BS-6363-8702,23
10366,BS-6868-4120,34
10367,BS-4852-2690,30
10368,BS-5203-3757,36
10369,BS-9462-3674,38
10370,BS-4016-7284,14
10371,BS-3383-9955,26
10372,BS-0983-0844,1
10373,BS-8508-6640,10
10374,BS-8675-7168,7
10375,BS-5872-6616,23
10376,BS-0480-4525,3
10377,BS-2923-9530,37
10378,BS-6012-3394,24
10379,BS-1221-8278,12
10380,BS-7189-3122,5
10381,BS-1557-4957,17
10382,BS-7685-8578,11
10383,BS-6308-5016,8
10384,BS-9353-6270,7
10385,BS-3216-6848,35
10386,BS-9403-9258,15
10387,BS-1922-2420,14
10388,BS-7004-6530,4
10389,BS-2788-1132,28
10390,BS-6224-5524,3
10391,BS-5588-7222,8
10392,BS-4424-2127,20
10393,BS-0880-6960,1
10394,BS-9960-4105,18
10395,BS-0449-4636,21
10396,BS-2648-8707,30
10397,BS-9866-0840,27
10398,BS-6236-0345,7
10399,BS-0749-2130,2
10400,BS-1427-2619,38
10401,BS-5130-7069,33
10402,BS-4386-6161,13
10403,BS-4361-4254,27
10404,BS-2340-0283,19
10405,BS-1533-4715,19
10406,BS-4428-4568,4
10407,BS-5829-2261,3
10408,BS-2477-0541,6
10409,BS-9481-1557,2
10410,BS-9295-2416,30
10411,BS-5144-0025,2
10412,BS-0708-5308,33
10413,BS-3253-0233,14
10414,BS-3798-8570,27
10415,BS-7963-2773,29
10416,BS-5128-7946,37
10417,BS-0280-4533,24
10418,BS-8410-5610,33
10419,BS-5543-3673,16
10420,BS-9681-2713,27
10421,BS-8337-0197,33
10422,BS-9340-8987,4
10423,BS-7299-1520,36
10424,BS-9327-6288,3
10425,BS-0405-7926,23
10426,BS-2817-7781,17
10427,BS-7403-2372,20
10428,BS-1390-1109,20
10429,BS-2128-4605,14
10430,BS-6874-2883,11
10431,BS-0681-5216,8
10432,BS-9669-2429,35
10433,BS-7449-4081,14
10434,BS-4719-3416,16
10435,BS-5086-1702,37
10436,BS-1282-4251,38
10437,BS-3331-0881,21
10438,BS-8862-9179,32
10439,BS-9584-9768,27
10440,BS-6670-3220,23
10441,BS-3464-6008,30
10442,BS-7364-5537,25
10443,BS-0034-0180,2
10444,BS-6447-5623,8
10445,BS-3848-0018,7
10446,BS-0628-1759,18
10447,BS-5772-6425,23
10448,BS-2528-6505,4
10449,BS-3235-1037,1
10450,BS-6597-5713,12
10451,BS-2766-5237,21
10452,BS-0614-9560,27
10453,BS-4877-2573,18
10454,BS-2445-0468,13
10455,BS-2543-6833,26
10456,BS-2737-4488,1
10457,BS-5573-3897,6
10458,BS-6901-4381,20
10459,BS-8721-5877,17
10460,BS-7701-9611,37
10461,BS-8459-7286,29
10462,BS-1631-3088,6
10463,BS-7019-6676,28
10464,BS-5757-3515,23
10465,BS-3880-3291,13
10466,BS-8947-0305,33
10467,BS-9219-7748,4
10468,BS-1145-0352,29
10469,BS-1381-9042,35
10470,BS-8292-3084,28
10471,BS-0926-8647,20
10472,BS-1121-7189,25
10473,BS-7791-2490,21
10474,BS-3752-6671,19
10475,BS-0025-4557,6
10476,BS-8706-4738,26
10477,BS-9740-9069,10
10478,BS-7727-0610,3
10479,BS-9619-0983,7
10480,BS-5417-6121,32
10481,BS-9312-7209,16
10482,BS-4984-2511,19
10483,BS-9656-0269,17
10484,BS-6955-5041,20
10485,BS-4175-1306,33
10486,BS-3977-1404,32
10487,BS-0079-1086,20
10488,BS-4111-3896,18
10489,BS-9837-0988,1
10490,BS-8811-3234,22
10491,BS-3512-3862,35
10492,BS-8243-8176,34
10493,BS-8592-2191,10
10494,BS-2446-7212,16
10495,BS-8246-2198,9
10496,BS-3185-0498,32
10497,BS-9505-8472,33
10498,BS-2033-2977,14
10499,BS-6093-0353,15
10500,BS-4797-2391,36
10501,BS-1765-7251,27
10502,BS-5699-3117,38
10503,BS-2544-9980,29
10504,BS-6735-8759,10
10505,BS-1055-5322,14
10506,BS-3820-6488,30
10507,BS-2562-1414,4
10508,BS-6633-7362,21
10509,BS-3898-5490,5
10510,BS-8482-3433,26
10511,BS-9751-3952,33
10512,BS-7674-5393,29
10513,BS-0195-6053,4
10514,BS-4284-9218,38
10515,BS-3147-4156,5
10516,BS-9443-6676,19
10517,BS-0513-3340,15
10518,BS-2669-0465,11
10519,BS-7617-8447,32
10520,BS-3325-5720,14
10521,BS-7108-0462,13
10522,BS-7922-6286,2
10523,BS-1129-9047,24
10524,BS-2009-4363,7
10525,BS-8060-4898,29
10526,BS-4931-1011,34
10527,BS-5092-7615,24
10528,BS-1464-8786,4
10529,BS-9390-8334,34
10530,BS-1207-2070,10
10531,BS-7609-1178,15
10532,BS-3307-1752,32
10533,BS-4526-6530,20
10534,BS-7001-0501,27
10535,BS-7868-5572,7
10536,BS-8906-2039,8
10537,BS-1757-6651,2
10538,BS-5373-4599,33
10539,BS-7375-1300,23
10540,BS-2013-0132,23
10541,BS-1559-3310,1
10542,BS-1188-0652,16
10543,BS-0412-3283,24
10544,BS-3897-4548,9
10545,BS-8567-9164,20
10546,BS-6215-0053,3
10547,BS-6669-9063,30
10548,BS-5839-9538,31
10549,BS-8491-3138,17
10550,BS-4491-9911,8
10551,BS-7978-7476,2
10552,BS-3600-8213,18
10553,BS-6760-3083,33
10554,BS-2896-8302,21
10555,BS-0031-3728,38
10556,BS-9224-5869,35
10557,BS-1511-7609,27
10558,BS-8150-2566,30
10559,BS-1939-7244,38
10560,BS-8215-0885,4
10561,BS-5034-4571,26
10562,BS-3141-7767,36
10563,BS-5864-7886,20
10564,BS-4281-3856,26
10565,BS-4361-7265,30
10566,BS-9947-5179,33
10567,BS-8946-5515,5
10568,BS-6432-2658,7
10569,BS-8641-8869,10
10570,BS-6879-4297,28
10571,BS-6611-0913,2
10572,BS-3213-5067,26
10573,BS-7179-5448,25
10574,BS-4554-8452,13
10575,BS-9268-0487,14
10576,BS-2351-7121,16
10577,BS-5727-6727,13
10578,BS-9291-8959,25
10579,BS-6361-1625,2
10580,BS-2474-0919,37
10581,BS-3387-0715,12
10582,BS-3991-9305,22
10583,BS-1658-7495,29
10584,BS-9468-3611,5
10585,BS-9814-6030,26
10586,BS-6560-1558,32
10587,BS-4259-3929,1
10588,BS-2127-8672,13
10589,BS-2719-7548,32
10590,BS-0333-3852,31
10591,BS-1461-4065,27
10592,BS-0970-2520,34
10593,BS-5844-0562,26
